key,year,half_year,lor,total_population,-6,6-15,15-18,18-27,27-45,45-55,55-65,65+
12304313-2022-1,2022,1,12304313,6704,328,439,128,671,1676,1051,987,1424
12304314-2022-1,2022,1,12304314,9714,423,557,205,830,1972,1509,1402,2816
01011101-2022-2,2022,2,01011101,3269,153,127,32,502,999,348,389,719
01011102-2022-2,2022,2,01011102,185,4,9,3,15,51,36,40,27
01011103-2022-2,2022,2,01011103,5073,254,329,122,578,1430,682,770,908
01011104-2022-2,2022,2,01011104,4781,277,396,135,912,1661,629,426,345
01011105-2022-2,2022,2,01011105,1322,83,64,13,103,455,199,185,220
01011201-2022-2,2022,2,01011201,2387,106,149,61,279,708,326,354,404
01011202-2022-2,2022,2,01011202,635,30,39,9,43,240,89,93,92
01011203-2022-2,2022,2,01011203,1086,57,51,24,101,343,200,131,179
01011204-2022-2,2022,2,01011204,8117,432,401,104,769,2771,1057,973,1610
01011301-2022-2,2022,2,01011301,6841,453,390,84,639,2991,1043,605,636
01011302-2022-2,2022,2,01011302,12640,699,1016,291,1060,4985,2376,1238,975
01011303-2022-2,2022,2,01011303,9923,445,482,91,1251,3899,1272,940,1543
01011304-2022-2,2022,2,01011304,8765,469,530,173,829,2260,902,980,2622
01011305-2022-2,2022,2,01011305,8007,389,376,110,688,2611,1032,866,1935
01011306-2022-2,2022,2,01011306,10416,614,498,115,1416,3712,1382,1145,1534
01011401-2022-2,2022,2,01011401,17588,1244,1343,280,1720,7855,2788,1346,1012
01011402-2022-2,2022,2,01011402,13593,1040,1084,196,1001,6330,2315,831,796
01022101-2022-2,2022,2,01022101,3566,182,214,64,646,1333,465,377,285
01022102-2022-2,2022,2,01022102,6658,360,411,140,1237,2445,819,651,595
01022103-2022-2,2022,2,01022103,266,23,39,12,27,78,38,27,22
01022104-2022-2,2022,2,01022104,18736,989,1120,343,2798,6840,2392,2094,2160
01022105-2022-2,2022,2,01022105,5318,304,393,111,836,1934,632,569,539
01022106-2022-2,2022,2,01022106,11512,580,713,212,1298,3461,1664,1650,1934
01022201-2022-2,2022,2,01022201,10990,660,681,197,1763,4335,1388,991,975
01022202-2022-2,2022,2,01022202,2058,145,190,59,317,706,273,181,187
01022203-2022-2,2022,2,01022203,7021,489,645,161,1010,2183,858,674,1001
01022204-2022-2,2022,2,01022204,6008,323,340,96,707,1982,843,707,1010
01022205-2022-2,2022,2,01022205,3310,247,339,114,415,865,418,387,525
01022206-2022-2,2022,2,01022206,3048,147,203,57,354,967,478,358,484
01022207-2022-2,2022,2,01022207,5730,223,243,86,1007,1512,759,646,1254
01033101-2022-2,2022,2,01033101,26876,1981,2546,756,4044,9101,3340,2395,2713
01033102-2022-2,2022,2,01033102,12119,816,1031,338,1968,4145,1591,1005,1225
01033201-2022-2,2022,2,01033201,13826,1114,1573,482,1721,4207,1709,1325,1695
01033202-2022-2,2022,2,01033202,9735,648,904,253,1021,2775,1243,1125,1766
01033203-2022-2,2022,2,01033203,14513,990,1278,445,2294,4969,1807,1260,1470
01044101-2022-2,2022,2,01044101,20775,1142,1353,384,2871,6708,2771,2451,3095
01044102-2022-2,2022,2,01044102,16564,956,983,310,1797,4728,2072,2025,3693
01044103-2022-2,2022,2,01044103,8715,494,531,198,1331,3338,1127,908,788
01044201-2022-2,2022,2,01044201,24168,1535,2116,693,3913,8360,3036,2091,2424
01044202-2022-2,2022,2,01044202,16972,933,1032,328,3101,6968,1915,1489,1206
01044203-2022-2,2022,2,01044203,16498,919,1205,354,2303,5819,2025,1655,2218
02010101-2022-2,2022,2,02010101,6628,401,534,178,1153,2339,826,605,592
02010102-2022-2,2022,2,02010102,13473,930,1376,452,1737,4030,1843,1333,1772
02010103-2022-2,2022,2,02010103,15349,1104,1587,513,1935,4407,2224,1558,2021
02010104-2022-2,2022,2,02010104,5000,269,541,179,586,1487,738,599,601
02020201-2022-2,2022,2,02020201,1306,149,103,18,80,562,162,123,109
02020202-2022-2,2022,2,02020202,6003,388,497,138,683,2030,916,706,645
02020203-2022-2,2022,2,02020203,10999,734,753,172,1062,4201,1622,1316,1139
02020204-2022-2,2022,2,02020204,12753,787,804,262,1360,4876,1900,1536,1228
02020205-2022-2,2022,2,02020205,14843,800,968,328,1580,5134,2451,2017,1565
02020206-2022-2,2022,2,02020206,19024,1250,1444,387,1876,7246,2775,2163,1883
02030301-2022-2,2022,2,02030301,9043,466,705,235,1013,3181,1454,992,997
02030302-2022-2,2022,2,02030302,13115,743,1011,326,1386,4802,1977,1544,1326
02030401-2022-2,2022,2,02030401,15362,939,1037,302,1555,6268,2307,1617,1337
02030402-2022-2,2022,2,02030402,11112,654,719,211,1190,4627,1654,1145,912
02040501-2022-2,2022,2,02040501,5350,254,376,103,357,1204,669,665,1722
02040502-2022-2,2022,2,02040502,7333,427,416,104,719,2717,894,707,1349
02040503-2022-2,2022,2,02040503,11161,816,620,142,1005,4970,1389,880,1339
02040701-2022-2,2022,2,02040701,12662,749,723,233,1556,4103,1334,1271,2693
02040702-2022-2,2022,2,02040702,10842,615,671,148,1057,4736,1466,934,1215
02040703-2022-2,2022,2,02040703,1164,96,105,23,186,607,68,54,25
02050601-2022-2,2022,2,02050601,9065,628,442,93,961,4851,1020,557,513
02050602-2022-2,2022,2,02050602,21634,1591,1398,346,2071,11123,2716,1346,1043
02050801-2022-2,2022,2,02050801,19532,1261,1196,292,2236,10285,2265,1129,868
02050802-2022-2,2022,2,02050802,21150,1431,1137,240,2228,11679,2627,1058,750
02050803-2022-2,2022,2,02050803,7468,501,351,80,915,3879,737,515,490
02050804-2022-2,2022,2,02050804,4592,476,400,104,257,1749,756,355,495
03010101-2022-2,2022,2,03010101,4063,365,314,77,248,1281,589,539,650
03010102-2022-2,2022,2,03010102,12313,827,1051,327,1115,3072,1344,1436,3141
03010104-2022-2,2022,2,03010104,222,16,19,7,18,88,57,13,4
03020203-2022-2,2022,2,03020203,2315,139,227,60,147,460,374,377,531
03020209-2022-2,2022,2,03020209,14956,1010,1451,392,1226,3757,2656,1866,2598
03020210-2022-2,2022,2,03020210,11372,822,1094,302,711,3011,2067,1471,1894
03020307-2022-2,2022,2,03020307,18242,1247,1751,559,1189,4395,3225,2712,3164
03030405-2022-2,2022,2,03030405,11462,1054,1158,317,888,3359,1561,1285,1840
03030406-2022-2,2022,2,03030406,8143,405,664,249,494,1472,1508,1500,1851
03030711-2022-2,2022,2,03030711,6845,353,606,190,382,1268,1275,1200,1571
03030715-2022-2,2022,2,03030715,7661,462,597,223,667,1685,1351,1167,1509
03030716-2022-2,2022,2,03030716,1138,33,81,24,42,179,215,204,360
03040508-2022-2,2022,2,03040508,4615,292,479,180,372,969,895,683,745
03040512-2022-2,2022,2,03040512,9951,508,819,286,722,2272,1752,1326,2266
03040513-2022-2,2022,2,03040513,3375,161,401,129,264,682,642,431,665
03040614-2022-2,2022,2,03040614,36065,2682,3545,877,2456,10784,5696,3603,6422
03040818-2022-2,2022,2,03040818,34701,2322,2626,664,2555,11629,5214,3755,5936
03050919-2022-2,2022,2,03050919,5559,384,388,116,487,1594,841,653,1096
03050920-2022-2,2022,2,03050920,7402,523,651,138,512,2229,1146,793,1410
03050923-2022-2,2022,2,03050923,9475,731,710,162,806,3954,1309,863,940
03050924-2022-2,2022,2,03050924,6128,476,546,120,604,2404,907,584,487
03050925-2022-2,2022,2,03050925,9714,770,1026,255,733,3241,1626,903,1160
03051017-2022-2,2022,2,03051017,4256,265,280,77,463,1339,702,551,579
03051021-2022-2,2022,2,03051021,6485,312,418,110,446,1732,825,722,1920
03051022-2022-2,2022,2,03051022,4595,285,375,78,291,1102,652,601,1211
03061126-2022-2,2022,2,03061126,15365,1002,1044,235,1611,6962,2360,1003,1148
03061131-2022-2,2022,2,03061131,10743,809,837,126,1066,4921,1839,644,501
03061227-2022-2,2022,2,03061227,14600,871,920,204,1314,6467,2250,1052,1522
03061228-2022-2,2022,2,03061228,12711,657,597,192,1215,5216,1669,1191,1974
03061332-2022-2,2022,2,03061332,22788,1707,2037,476,1781,9855,4531,1478,923
03061429-2022-2,2022,2,03061429,10041,411,516,129,704,2055,1151,1076,3999
03061430-2022-2,2022,2,03061430,4021,286,395,98,495,1004,497,370,876
03061434-2022-2,2022,2,03061434,6394,446,400,92,561,2928,912,515,540
03061435-2022-2,2022,2,03061435,3899,222,244,86,392,1571,512,371,501
03061441-2022-2,2022,2,03061441,2578,314,448,54,112,924,399,130,197
03071536-2022-2,2022,2,03071536,11024,765,1020,237,956,4596,2243,720,487
03071537-2022-2,2022,2,03071537,15844,1265,1365,315,1254,6372,3002,1314,957
03071633-2022-2,2022,2,03071633,3201,208,217,67,260,1018,376,432,623
03071638-2022-2,2022,2,03071638,17686,1368,1583,352,1478,7375,3099,1245,1186
03071639-2022-2,2022,2,03071639,12586,887,1382,260,932,4631,2518,1064,912
04010101-2022-2,2022,2,04010101,10765,579,754,234,1074,2810,1464,1429,2421
04010102-2022-2,2022,2,04010102,839,67,64,22,97,166,114,112,197
04010103-2022-2,2022,2,04010103,7882,526,690,232,724,1899,1116,910,1785
04020204-2022-2,2022,2,04020204,187,10,31,12,15,30,34,22,33
04020205-2022-2,2022,2,04020205,1323,48,109,40,137,231,203,207,348
04020206-2022-2,2022,2,04020206,2797,102,93,28,141,461,291,356,1325
04020207-2022-2,2022,2,04020207,2551,119,174,46,229,514,464,323,682
04020208-2022-2,2022,2,04020208,2898,108,321,111,233,403,543,369,810
04020209-2022-2,2022,2,04020209,3207,129,266,90,672,674,368,360,648
04020310-2022-2,2022,2,04020310,620,26,3,4,207,184,45,61,90
04020311-2022-2,2022,2,04020311,15035,615,942,344,1441,3197,2166,1841,4489
04020312-2022-2,2022,2,04020312,5487,245,391,107,485,1157,725,754,1623
04020313-2022-2,2022,2,04020313,7460,361,404,123,914,2042,1029,967,1620
04020314-2022-2,2022,2,04020314,9,0,0,0,0,3,0,3,3
04030415-2022-2,2022,2,04030415,2965,103,129,37,396,824,355,356,765
04030416-2022-2,2022,2,04030416,10587,659,810,290,1203,2950,1592,1462,1621
04030417-2022-2,2022,2,04030417,10899,582,722,209,1083,3067,1621,1439,2176
04030518-2022-2,2022,2,04030518,9486,432,489,153,1099,2956,1419,1323,1615
04030519-2022-2,2022,2,04030519,5851,324,354,93,666,1964,841,747,862
04030620-2022-2,2022,2,04030620,8805,413,465,165,901,2484,1245,1179,1953
04030621-2022-2,2022,2,04030621,3006,142,162,57,429,1023,465,327,401
04030622-2022-2,2022,2,04030622,10731,577,591,185,1092,3081,1507,1442,2256
04030623-2022-2,2022,2,04030623,5076,270,283,82,598,1629,711,561,942
04030724-2022-2,2022,2,04030724,6580,309,367,116,649,1617,881,908,1733
04030725-2022-2,2022,2,04030725,12345,593,834,273,1373,3462,1937,1717,2156
04030726-2022-2,2022,2,04030726,5687,307,320,132,517,1472,834,801,1304
04030827-2022-2,2022,2,04030827,12091,574,705,229,1411,3597,1804,1628,2143
04030828-2022-2,2022,2,04030828,9622,405,484,156,970,2668,1519,1413,2007
04030929-2022-2,2022,2,04030929,6062,271,348,101,517,1563,962,983,1317
04030930-2022-2,2022,2,04030930,5509,206,308,104,408,1270,931,878,1404
04030931-2022-2,2022,2,04030931,3728,180,233,68,299,1043,551,502,852
04031032-2022-2,2022,2,04031032,15456,716,838,302,1314,3992,2235,2229,3830
04041133-2022-2,2022,2,04041133,52,0,0,3,8,14,9,9,9
04041134-2022-2,2022,2,04041134,5277,253,457,72,444,1052,818,633,1548
04041135-2022-2,2022,2,04041135,2792,126,196,71,157,485,400,407,950
04041136-2022-2,2022,2,04041136,3068,156,210,81,182,564,465,413,997
04041137-2022-2,2022,2,04041137,8184,379,499,164,724,1986,1208,1126,2098
04041238-2022-2,2022,2,04041238,6046,303,536,147,450,1179,888,756,1787
04041239-2022-2,2022,2,04041239,202,3,26,3,27,58,36,24,25
04041240-2022-2,2022,2,04041240,1514,49,100,58,104,207,251,196,549
04041241-2022-2,2022,2,04041241,6934,287,452,147,510,1245,1088,996,2209
04041342-2022-2,2022,2,04041342,4111,138,203,65,233,773,564,705,1430
04041343-2022-2,2022,2,04041343,3547,162,208,70,330,748,538,557,934
04041344-2022-2,2022,2,04041344,10650,487,731,246,832,2176,1775,1554,2849
04051445-2022-2,2022,2,04051445,6283,292,393,127,592,1698,885,901,1395
04051446-2022-2,2022,2,04051446,10741,536,609,174,896,2630,1616,1587,2693
04051447-2022-2,2022,2,04051447,5259,222,296,102,482,1225,782,750,1400
04051448-2022-2,2022,2,04051448,9262,392,452,142,779,2425,1422,1290,2360
04051549-2022-2,2022,2,04051549,4636,281,369,116,518,1303,642,582,825
04051550-2022-2,2022,2,04051550,5606,256,359,113,634,1600,867,757,1020
04051551-2022-2,2022,2,04051551,4459,231,265,95,528,1267,616,620,837
04051652-2022-2,2022,2,04051652,9824,443,580,214,922,2385,1465,1433,2382
04051653-2022-2,2022,2,04051653,6969,302,384,145,642,1725,1034,956,1781
04051654-2022-2,2022,2,04051654,3052,107,148,51,296,758,404,410,878
04051655-2022-2,2022,2,04051655,7132,372,439,158,775,2001,1061,965,1361
04051656-2022-2,2022,2,04051656,7705,368,605,170,812,2120,1196,992,1442
04061757-2022-2,2022,2,04061757,72,0,0,0,13,4,16,20,19
05010101-2022-2,2022,2,05010101,10262,599,846,269,837,2427,1396,1256,2632
05010102-2022-2,2022,2,05010102,6230,305,315,117,610,1348,826,967,1742
05010103-2022-2,2022,2,05010103,7771,364,516,185,720,1623,1144,1228,1991
05010204-2022-2,2022,2,05010204,3627,252,426,142,367,691,421,430,898
05010205-2022-2,2022,2,05010205,1919,76,166,59,254,372,396,365,231
05010206-2022-2,2022,2,05010206,10550,677,905,297,1008,2206,1412,1345,2700
05010207-2022-2,2022,2,05010207,11553,764,1172,382,1065,2642,1491,1509,2528
05010208-2022-2,2022,2,05010208,7698,504,557,152,839,2117,1140,994,1395
05010209-2022-2,2022,2,05010209,6088,305,415,162,554,1177,933,942,1600
05010310-2022-2,2022,2,05010310,3938,274,321,76,420,1148,552,493,654
05010311-2022-2,2022,2,05010311,5658,322,546,180,531,1250,661,562,1606
05010312-2022-2,2022,2,05010312,7338,524,683,211,969,2364,951,783,853
05010313-2022-2,2022,2,05010313,6883,471,501,183,961,1951,1019,898,899
05010314-2022-2,2022,2,05010314,12402,831,863,297,1472,3493,1759,1611,2076
05010339-2022-2,2022,2,05010339,1030,107,166,46,145,301,106,69,90
05020415-2022-2,2022,2,05020415,3862,161,344,152,456,562,875,758,554
05020416-2022-2,2022,2,05020416,1700,71,83,31,140,303,258,252,562
05020417-2022-2,2022,2,05020417,5936,256,446,165,594,1061,1006,917,1491
05020418-2022-2,2022,2,05020418,4427,272,454,148,465,1027,546,487,1028
05020419-2022-2,2022,2,05020419,7077,410,582,164,639,1496,887,870,2029
05020420-2022-2,2022,2,05020420,955,60,79,34,119,209,200,122,132
05020521-2022-2,2022,2,05020521,3187,206,354,121,317,686,569,414,520
05020522-2022-2,2022,2,05020522,7472,611,861,234,795,1810,966,819,1376
05020523-2022-2,2022,2,05020523,12746,1147,1669,497,1397,2970,1486,1320,2260
05020524-2022-2,2022,2,05020524,6266,266,356,133,506,1053,825,1015,2112
05020625-2022-2,2022,2,05020625,7655,407,470,162,830,1953,981,963,1889
05020626-2022-2,2022,2,05020626,18698,1040,1264,382,2270,5174,2840,2353,3375
05020627-2022-2,2022,2,05020627,4413,294,458,147,501,1055,635,521,802
05020628-2022-2,2022,2,05020628,2022,103,120,49,151,347,233,288,731
05020629-2022-2,2022,2,05020629,4456,152,242,80,259,597,650,689,1787
05030730-2022-2,2022,2,05030730,4004,316,509,154,422,1069,657,404,473
05030731-2022-2,2022,2,05030731,11709,712,848,268,1138,2787,1611,1638,2707
05030832-2022-2,2022,2,05030832,11976,780,1010,319,1352,3168,1719,1445,2183
05030833-2022-2,2022,2,05030833,500,27,24,6,63,133,77,58,112
05040934-2022-2,2022,2,05040934,3613,170,357,124,348,516,498,592,1008
05040935-2022-2,2022,2,05040935,443,12,37,12,33,80,78,69,122
05040936-2022-2,2022,2,05040936,9978,654,1149,366,723,1834,1718,1341,2193
05040937-2022-2,2022,2,05040937,2194,81,182,58,129,276,315,382,771
05040938-2022-2,2022,2,05040938,3669,163,316,116,271,497,524,570,1212
06010101-2022-2,2022,2,06010101,6933,312,488,203,652,1276,1033,938,2031
06010102-2022-2,2022,2,06010102,8836,530,544,198,939,2473,1269,1246,1637
06010103-2022-2,2022,2,06010103,6402,401,435,134,600,1860,998,792,1182
06010204-2022-2,2022,2,06010204,6922,349,482,179,672,1675,1040,938,1587
06010205-2022-2,2022,2,06010205,9785,537,671,187,1019,2623,1448,1328,1972
06010206-2022-2,2022,2,06010206,7754,425,529,139,653,1950,1113,982,1963
06010207-2022-2,2022,2,06010207,7829,395,512,155,780,2100,1130,1045,1712
06010208-2022-2,2022,2,06010208,6720,368,422,121,664,1791,969,948,1437
06010209-2022-2,2022,2,06010209,9176,521,524,158,888,2618,1315,1255,1897
06010210-2022-2,2022,2,06010210,4921,291,305,90,460,1353,717,660,1045
06020301-2022-2,2022,2,06020301,5024,249,330,133,392,1007,753,658,1502
06020302-2022-2,2022,2,06020302,5595,276,376,121,380,1075,794,745,1828
06020303-2022-2,2022,2,06020303,7393,413,460,140,699,2001,1069,997,1614
06020304-2022-2,2022,2,06020304,6999,382,435,134,666,1754,1070,949,1609
06020305-2022-2,2022,2,06020305,11444,607,889,246,1231,2570,1560,1400,2941
06020306-2022-2,2022,2,06020306,6422,312,456,178,514,1105,1063,955,1839
06020407-2022-2,2022,2,06020407,4654,275,393,108,488,1071,562,496,1261
06020408-2022-2,2022,2,06020408,6888,352,513,166,667,1362,1001,915,1912
06020409-2022-2,2022,2,06020409,8310,430,599,210,636,1611,1224,1079,2521
06020410-2022-2,2022,2,06020410,7135,329,562,222,645,1319,1098,1004,1956
06020411-2022-2,2022,2,06020411,8548,418,740,259,639,1475,1257,1263,2497
06030501-2022-2,2022,2,06030501,5775,242,501,184,584,904,882,718,1760
06030502-2022-2,2022,2,06030502,5613,285,376,136,472,1233,894,808,1409
06030503-2022-2,2022,2,06030503,11850,603,870,304,1082,2538,1838,1669,2946
06030504-2022-2,2022,2,06030504,11083,517,952,312,855,1673,1595,1483,3696
06030605-2022-2,2022,2,06030605,7022,307,483,177,693,1617,1093,925,1727
06030606-2022-2,2022,2,06030606,5300,293,377,140,599,1252,807,684,1148
06030607-2022-2,2022,2,06030607,3002,143,222,67,481,643,421,370,655
06030608-2022-2,2022,2,06030608,13649,803,1429,481,1187,2702,2308,1732,3007
06030609-2022-2,2022,2,06030609,12113,635,1022,311,1093,2532,1886,1718,2916
06030610-2022-2,2022,2,06030610,8444,412,823,275,670,1508,1365,1165,2226
06040701-2022-2,2022,2,06040701,10192,536,958,274,670,1593,1692,1408,3061
06040702-2022-2,2022,2,06040702,5478,297,548,210,424,951,827,809,1412
06040703-2022-2,2022,2,06040703,11124,480,954,300,1487,1910,1561,1365,3067
06040804-2022-2,2022,2,06040804,7567,333,654,240,577,1003,1239,1062,2459
06040805-2022-2,2022,2,06040805,5361,232,459,170,415,828,871,745,1641
06040806-2022-2,2022,2,06040806,7299,316,637,255,631,1057,1241,1020,2142
06040807-2022-2,2022,2,06040807,5868,240,501,145,493,962,809,713,2005
06040808-2022-2,2022,2,06040808,4645,347,607,189,394,972,910,513,713
06040809-2022-2,2022,2,06040809,4983,205,506,187,462,755,870,698,1300
06040810-2022-2,2022,2,06040810,7030,343,631,250,636,1169,1084,892,2025
07010101-2022-2,2022,2,07010101,9860,396,522,161,819,2575,1594,1506,2287
07010102-2022-2,2022,2,07010102,16503,851,1217,398,1945,4684,2609,2170,2629
07010103-2022-2,2022,2,07010103,10545,554,695,231,1074,3043,1698,1523,1727
07010104-2022-2,2022,2,07010104,13648,778,1042,292,1569,4238,2221,1792,1716
07020201-2022-2,2022,2,07020201,10723,474,689,211,1063,2759,1717,1503,2307
07020202-2022-2,2022,2,07020202,10248,595,618,197,1088,3480,1402,1249,1619
07020203-2022-2,2022,2,07020203,17952,1037,1173,413,1946,5722,2802,2407,2452
07020204-2022-2,2022,2,07020204,12067,791,757,216,1270,4358,1931,1530,1214
07030301-2022-2,2022,2,07030301,24680,1312,1938,616,2303,5968,4009,3583,4951
07030302-2022-2,2022,2,07030302,9446,502,660,261,1018,2343,1435,1419,1808
07030303-2022-2,2022,2,07030303,12387,773,958,317,1423,3597,1881,1572,1866
07040401-2022-2,2022,2,07040401,18681,1149,1619,468,1985,4799,2816,2337,3508
07040402-2022-2,2022,2,07040402,2362,123,153,46,152,472,354,350,712
07040403-2022-2,2022,2,07040403,24131,1479,1573,486,2569,7263,3379,3023,4359
07040404-2022-2,2022,2,07040404,5127,235,319,97,486,1087,750,688,1465
07040405-2022-2,2022,2,07040405,10985,669,764,240,1284,3245,1444,1309,2030
07040406-2022-2,2022,2,07040406,4083,322,294,46,551,1496,534,417,423
07050501-2022-2,2022,2,07050501,16435,1015,1054,347,1689,4424,2220,2111,3575
07050502-2022-2,2022,2,07050502,8064,374,476,191,767,1943,1065,1034,2214
07050503-2022-2,2022,2,07050503,9208,470,519,165,771,2285,1254,1297,2447
07050504-2022-2,2022,2,07050504,5630,312,409,127,566,1203,863,795,1355
07050505-2022-2,2022,2,07050505,10633,510,753,251,961,1975,1495,1397,3291
07050506-2022-2,2022,2,07050506,2284,88,184,58,201,418,360,321,654
07060601-2022-2,2022,2,07060601,10215,656,965,313,1067,2211,1381,1229,2393
07060602-2022-2,2022,2,07060602,4714,213,419,125,388,896,786,676,1211
07060603-2022-2,2022,2,07060603,2856,167,264,56,243,511,339,383,893
07060604-2022-2,2022,2,07060604,14518,851,1148,375,1299,3168,1748,1819,4110
07070701-2022-2,2022,2,07070701,10519,513,817,280,840,1997,1597,1488,2987
07070702-2022-2,2022,2,07070702,10870,610,874,289,832,2127,1765,1538,2835
07070703-2022-2,2022,2,07070703,7383,354,495,199,620,1305,1086,989,2335
07070704-2022-2,2022,2,07070704,8578,565,962,323,830,1728,1105,1048,2017
07070705-2022-2,2022,2,07070705,7000,343,542,223,636,1208,1245,1038,1765
07070706-2022-2,2022,2,07070706,3948,237,344,95,353,715,557,538,1109
07070707-2022-2,2022,2,07070707,2982,195,221,87,207,487,446,464,875
